- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
1578 -1.0000 -1.0000 0.3333 0.3333 -0.6667 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
1579 -1.0000 -1.0000 0.3333 0.3333 -0.6667 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
1580 -1.0000 -1.0000 0.3333 0.3333 -0.6667 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
1581 -1.0000 -1.0000 0.3333 0.3333 -0.6667 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
1582 -1.0000 -1.0000 0.3333 0.3333 -0.3333 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1583 -1.0000 -1.0000 0.3333 0.3333 -0.3333 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1584 -1.0000 -1.0000 0.3333 0.3333 -0.3333 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1585 -1.0000 -1.0000 0.3333 0.3333 -0.3333 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1586 -1.0000 -1.0000 0.3333 0.3333 -0.3333 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1587 -1.0000 -1.0000 0.3333 0.3333 -0.3333 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1588 -1.0000 -1.0000 0.3333 0.3333 -0.3333 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1901140135.222 1635157755.260 687417387.131 571614841.548 903088514.536 661659726.269 1042580355.472 765862107.595 798100844.232 692338490.214 217677274.197 170365639.607 144285894.861 318160047.234 226362453.084 113570157.428 450771744.108 153640344.097 217044832.187 303742879.182 142680921.064 695727607.479 602203821.378 258182640.021 445430223.517 240403099.061 401121690.264 274969366.762 
1589 -1.0000 -1.0000 0.3333 0.3333 0.0000 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1590 -1.0000 -1.0000 0.3333 0.3333 0.0000 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1591 -1.0000 -1.0000 0.3333 0.3333 0.0000 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1592 -1.0000 -1.0000 0.3333 0.3333 0.0000 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1593 -1.0000 -1.0000 0.3333 0.3333 0.0000 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1594 -1.0000 -1.0000 0.3333 0.3333 0.0000 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1595 -1.0000 -1.0000 0.3333 0.3333 0.0000 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 811313372.214 377526426.845 160581269.876 48377288.609 153530354.619 157044092.758 287744409.224 149516048.433 146331465.085 123059678.315 1015458.988 2705968.692 2377346.738 18471235.857 5049942.489 7925936.306 23758252.481 18979518.740 10193557.075 76330998.866 3294923.864 134851304.400 56091995.513 53215457.035 36677156.534 2720993.871 37903775.951 22105563.024 
1596 -1.0000 -1.0000 0.3333 0.3333 0.3333 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1597 -1.0000 -1.0000 0.3333 0.3333 0.3333 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1598 -1.0000 -1.0000 0.3333 0.3333 0.3333 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1599 -1.0000 -1.0000 0.3333 0.3333 0.3333 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1600 -1.0000 -1.0000 0.3333 0.3333 0.3333 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1601 -1.0000 -1.0000 0.3333 0.3333 0.3333 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1602 -1.0000 -1.0000 0.3333 0.3333 0.3333 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2044066332.357 1850642001.638 237712942.483 268083986.288 460131626.211 294888675.503 577265523.737 428893364.084 481756253.123 751632790.370 64938725.199 2187334.058 220987999.182 340025189.372 295909976.230 74613369.262 71048188.920 294878450.444 21963148.160 313494494.358 73604830.180 701441592.619 307557192.961 565504574.571 124193600.547 34120393.764 159381382.065 105432736.528 
1603 -1.0000 -1.0000 0.3333 0.3333 0.6667 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1734557805.110 1501845678.806 170656743.700 138943890.044 501418553.719 254067661.840 498883039.772 321886184.298 756638774.650 722171072.608 53646304.879 94065529.470 35826174.733 108577043.139 52884436.355 59638308.512 342806227.173 74823622.817 189716801.014 43009242.863 10918483.663 760595603.839 766974616.706 387155907.991 79567043.914 189565507.230 137699649.737 183520420.575 
1604 -1.0000 -1.0000 0.3333 0.3333 0.6667 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1734557805.110 1501845678.806 170656743.700 138943890.044 501418553.719 254067661.840 498883039.772 321886184.298 756638774.650 722171072.608 53646304.879 94065529.470 35826174.733 108577043.139 52884436.355 59638308.512 342806227.173 74823622.817 189716801.014 43009242.863 10918483.663 760595603.839 766974616.706 387155907.991 79567043.914 189565507.230 137699649.737 183520420.575 
1605 -1.0000 -1.0000 0.3333 0.3333 0.6667 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1734557805.110 1501845678.806 170656743.700 138943890.044 501418553.719 254067661.840 498883039.772 321886184.298 756638774.650 722171072.608 53646304.879 94065529.470 35826174.733 108577043.139 52884436.355 59638308.512 342806227.173 74823622.817 189716801.014 43009242.863 10918483.663 760595603.839 766974616.706 387155907.991 79567043.914 189565507.230 137699649.737 183520420.575 
1606 -1.0000 -1.0000 0.3333 0.3333 0.6667 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1734557805.110 1501845678.806 170656743.700 138943890.044 501418553.719 254067661.840 498883039.772 321886184.298 756638774.650 722171072.608 53646304.879 94065529.470 35826174.733 108577043.139 52884436.355 59638308.512 342806227.173 74823622.817 189716801.014 43009242.863 10918483.663 760595603.839 766974616.706 387155907.991 79567043.914 189565507.230 137699649.737 183520420.575 
1607 -1.0000 -1.0000 0.3333 0.3333 0.6667 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1734557805.110 1501845678.806 170656743.700 138943890.044 501418553.719 254067661.840 498883039.772 321886184.298 756638774.650 722171072.608 53646304.879 94065529.470 35826174.733 108577043.139 52884436.355 59638308.512 342806227.173 74823622.817 189716801.014 43009242.863 10918483.663 760595603.839 766974616.706 387155907.991 79567043.914 189565507.230 137699649.737 183520420.575 
